Customer ID,L,R,F,M,S,cluster,score,tier
12393,46,17,2,816.85,0.3847106134679072,1,1633.7,Silver
12395,231,6,4,2048.64,0.4023892130578773,1,8194.56,Gold
12396,0,309,1,931.43,0.0686327077747989,1,931.43,Silver
12399,259,20,3,853.65,0.3844346317615518,1,2560.95,Gold
12400,0,49,1,205.25,0.3474530831099196,1,205.25,Bronze
12402,277,27,5,1031.3,0.3828102822898596,1,5156.5,Gold
12403,0,156,1,591.6600000000001,0.2327077747989276,1,591.6600000000001,Silver
12404,0,317,1,63.24,0.060053619302949,1,63.24,Platinum
12406,297,34,3,2975.06,0.3694212269358145,0,8925.18,Gold
12408,112,20,3,1452.22,0.3844346317615518,1,4356.66,Gold
12409,144,55,4,12346.62,0.3498422961677969,0,49386.48,Platinum
12410,0,137,1,320.38,0.253083109919571,1,320.38,Silver
12411,0,44,1,346.9,0.3528150134048258,1,346.9,Silver
12412,137,37,3,1370.05,0.3662040687588708,1,4110.15,Gold
12413,0,37,1,241.35,0.3603217158176944,1,241.35,Bronze
12414,0,98,3,390.0,0.3007885191610156,1,1170.0,Silver
12415,152,10,7,19543.84,0.4069231982337171,0,136806.88,Platinum
12416,0,291,1,202.56,0.0879356568364611,1,202.56,Bronze
12417,323,45,11,3167.81,0.3811543920517269,0,34845.91,Platinum
12418,216,48,3,1352.62,0.3544078221100772,1,4057.86,Gold
12419,27,20,2,503.01,0.3814934552909635,1,1006.02,Silver
12421,90,50,2,291.56,0.3493218735215266,1,583.12,Silver
12422,327,29,14,4428.24,0.4071360984071913,0,61995.36,Platinum
12423,78,22,2,763.08,0.3793486831730011,1,1526.16,Silver
12424,125,57,2,1579.07,0.3418151711086579,1,3158.14,Gold
12425,0,83,1,964.21,0.3109919571045576,1,964.21,Silver
12426,0,297,1,762.48,0.0815013404825737,1,762.48,Silver
12427,0,6,1,303.5,0.3935656836461126,1,303.5,Silver
12429,180,0,5,3735.51,0.411764705882353,0,18677.550000000003,Platinum
12431,320,8,13,4370.52,0.426715029175209,0,56816.76000000001,Platinum
12433,110,1,5,7205.39,0.4106923198233717,0,36026.950000000004,Platinum
12434,0,16,1,297.29,0.3828418230563002,1,297.29,Silver
12435,340,31,4,6096.04,0.3755795615833465,0,24384.16,Platinum
12437,341,30,21,7731.99,0.4266519476423277,0,162371.79,Platinum
12439,43,317,2,1158.18,0.0629947957735373,1,2316.36,Gold
12440,255,97,2,859.2,0.2989197287494086,1,1718.4,Gold
12441,0,1,1,173.55,0.3989276139410188,1,173.55,Bronze
12443,0,367,1,485.31,0.0064343163538874,1,485.31,Silver
12445,0,55,1,301.58000000000004,0.3410187667560322,1,301.58000000000004,Silver
12449,28,45,2,768.6,0.3546838038164328,1,1537.2,Silver
12450,75,34,3,490.32,0.3694212269358145,1,1470.96,Silver
12451,66,98,3,3634.36,0.3007885191610156,0,10903.08,Gold
12454,25,30,4,13151.44,0.3766519476423277,0,52605.76,Platinum
12455,276,80,4,3413.09,0.3230326446932661,0,13652.36,Platinum
12457,0,70,1,632.6800000000001,0.3249329758713137,1,632.6800000000001,Silver
12458,60,62,2,830.09,0.3364532408137518,1,1660.18,Silver
12459,0,240,1,454.36,0.142627345844504,1,454.36,Silver
12460,0,91,1,326.65,0.3024128686327078,1,326.65,Silver
12466,0,317,1,56.73,0.060053619302949,1,56.73,Bronze
12467,0,58,1,132.8,0.3378016085790885,1,132.8,Bronze
12468,156,161,3,2941.2,0.2332281974451979,0,8823.599999999999,Gold
12469,14,157,2,3070.54,0.2345765652105346,0,6141.08,Gold
12470,0,324,1,211.95,0.0525469168900804,1,211.95,Bronze
12471,358,9,49,20139.74,0.5315249960574042,0,986847.26,Platinum
12472,356,4,13,11308.48,0.4310045734111339,0,147010.24,Platinum
12474,288,13,13,5048.66,0.4213530988803028,0,65632.58,Platinum
12475,0,44,1,426.26,0.3528150134048258,1,426.26,Silver
12476,105,31,12,7298.99,0.3991089733480523,0,87587.88,Platinum
12477,223,34,3,7056.63,0.3694212269358145,0,21169.89,Platinum
12480,108,34,3,2183.2200000000003,0.3694212269358145,1,6549.660000000001,Gold
12481,241,0,6,6765.07,0.4147058823529412,0,40590.42,Platinum
12482,77,211,29,23691.4,0.2560794827314303,0,687050.6000000001,Platinum
12483,298,13,11,2635.6,0.4154707459391263,0,28991.6,Platinum
12484,197,118,6,1828.43,0.2881643273931557,1,10970.58,Gold
12485,0,164,1,708.1,0.2241286863270777,1,708.1,Silver
12486,0,66,1,1037.28,0.3292225201072386,1,1037.28,Silver
12487,0,365,1,285.3,0.0085790884718498,1,285.3,Bronze
12490,360,13,11,4405.71,0.4154707459391263,0,48462.81,Platinum
12492,0,38,1,452.0,0.3592493297587131,1,452.0,Silver
12494,210,0,3,626.77,0.4058823529411764,1,1880.31,Gold
12495,0,275,1,357.4,0.1050938337801608,1,357.4,Silver
12496,0,255,2,54.09,0.1294827314303737,1,108.18,Bronze
12497,244,35,2,5205.400000000001,0.365407664406245,0,10410.8,Gold
12499,0,195,1,393.72,0.1908847184986595,1,393.72,Silver
12500,238,70,8,1697.39,0.3455212111654313,0,13579.12,Platinum
12503,0,219,1,1126.0,0.1651474530831099,1,1126.0,Silver
12504,179,52,2,297.0,0.3471771014035641,1,594.0,Silver
12505,0,43,1,955.2,0.353887399463807,1,955.2,Silver
12507,0,219,1,539.25,0.1651474530831099,1,539.25,Silver
12510,276,94,7,4195.45,0.3168427692792935,0,29368.15,Platinum
12511,0,63,1,3084.02,0.3324396782841823,0,3084.02,Gold
12514,0,276,1,580.08,0.1040214477211796,1,580.08,Silver
12516,168,65,2,1336.56,0.3332360826368081,1,2673.12,Gold
12519,0,111,1,385.7000000000001,0.2809651474530831,1,385.7000000000001,Silver
12523,357,9,12,2582.38,0.4227014666456395,0,30988.56,Platinum
12524,280,23,9,6640.39,0.3988645324081376,0,59763.51,Platinum
12525,149,133,3,973.73,0.2632550070966724,1,2921.19,Gold
12527,34,129,2,386.8,0.2646033748620091,1,773.6,Silver
12529,0,163,1,316.48,0.2252010723860589,1,316.48,Silver
12530,227,50,5,2096.98,0.3581454029332913,1,10484.9,Gold
12531,0,321,1,1807.98,0.0557640750670241,1,1807.98,Gold
12533,110,262,2,1367.89,0.1219760290175051,1,2735.78,Gold
12537,0,43,1,732.94,0.353887399463807,1,732.94,Silver
12538,0,13,1,276.5,0.386058981233244,1,276.5,Bronze
12539,265,85,3,5646.400000000001,0.3147295379277716,0,16939.2,Platinum
12540,353,13,16,8854.25,0.4301766282920675,0,141668.0,Platinum
12542,156,119,2,481.88,0.2753272354518215,1,963.76,Silver
12543,0,83,1,980.25,0.3109919571045576,1,980.25,Silver
12547,0,135,1,175.78,0.2552278820375335,1,175.78,Bronze
12549,121,210,6,1575.68,0.1895048099668821,1,9454.08,Gold
12553,37,20,2,916.47,0.3814934552909635,1,1832.94,Gold
12554,0,83,1,468.5,0.3109919571045576,1,468.5,Silver
12555,0,317,1,129.23,0.060053619302949,1,129.23,Bronze
12557,351,6,4,6725.18,0.4023892130578773,0,26900.72,Platinum
12562,49,20,2,1185.18,0.3814934552909635,1,2370.36,Gold
12563,0,43,1,249.24,0.353887399463807,1,249.24,Bronze
12567,299,2,7,4308.58,0.4155022867055669,0,30160.06,Platinum
12568,0,279,1,70.0,0.1008042895442359,1,70.0,Bronze
12570,0,317,1,77.52,0.060053619302949,1,77.52,Bronze
12573,83,16,4,556.87,0.391665352468065,1,2227.48,Gold
12575,69,92,2,622.82,0.3042816590443148,1,1245.64,Silver
12576,133,27,3,826.89,0.3769279293486831,1,2480.67,Gold
12577,354,16,5,995.95,0.3946065289386532,1,4979.75,Gold
12578,58,20,2,1847.94,0.3814934552909635,1,3695.88,Gold
12580,0,211,1,637.2,0.1737265415549597,1,637.2,Silver
12582,155,57,2,1469.04,0.3418151711086579,1,2938.08,Gold
12583,359,8,13,7166.06,0.426715029175209,0,93158.78,Platinum
12586,348,9,3,1865.73,0.3962308784103454,1,5597.1900000000005,Gold
12588,198,34,3,743.88,0.3694212269358145,1,2231.64,Gold
12589,267,56,6,4048.98,0.3546522630499921,0,24293.88,Platinum
12591,18,25,2,899.3,0.3761315249960574,1,1798.6,Gold
12592,0,154,3,2145.06,0.2407348998580665,1,6435.18,Gold
12594,267,13,5,1751.89,0.3978236871155969,1,8759.45,Gold
12595,0,139,1,299.02,0.2509383378016085,1,299.02,Silver
12598,185,98,3,1511.01,0.3007885191610156,1,4533.03,Gold
12599,196,16,6,1264.14,0.3975477054092414,1,7584.84,Gold
12600,360,6,12,2444.88,0.4259186248225832,0,29338.56,Platinum
12601,0,39,1,104.2,0.3581769436997319,1,104.2,Bronze
12605,81,11,4,1232.95,0.3970272827629711,1,4931.8,Gold
12606,0,317,1,21.0,0.060053619302949,1,21.0,Bronze
12608,0,39,1,415.79,0.3581769436997319,1,415.79,Silver
12609,345,9,6,2309.01,0.4050544078221101,1,13854.06,Platinum
12613,337,23,5,3490.69,0.3870998265257846,0,17453.45,Platinum
12615,217,48,4,3449.79,0.3573489985806655,0,13799.16,Platinum
12616,0,23,1,417.8,0.3753351206434316,1,417.8,Silver
12619,0,195,1,140.14,0.1908847184986595,1,140.14,Bronze
12621,302,0,16,11086.14,0.4441176470588235,0,177378.24,Platinum
12623,279,51,6,3442.74,0.3600141933448983,0,20656.44,Platinum
12625,87,144,2,2481.06,0.2485175839772906,0,4962.12,Gold
12629,37,20,2,1558.22,0.3814934552909635,1,3116.44,Gold
12631,237,91,5,2841.07,0.3141775745150608,1,14205.35,Platinum
12632,44,155,2,804.88,0.236721337328497,1,1609.76,Silver
12633,143,17,3,3514.18,0.3876517899384955,0,10542.54,Gold
12634,12,170,2,490.0,0.2206355464437785,1,980.0,Silver
12635,64,27,2,1241.23,0.3739867528780949,1,2482.46,Gold
12636,0,373,1,141.0,0.0,1,141.0,Bronze
12637,165,13,4,2318.41,0.3948825106450087,1,9273.64,Gold
12638,0,274,1,249.8,0.106166219839142,1,249.8,Bronze
12639,193,69,2,826.27,0.3289465384008831,1,1652.54,Silver
12643,225,20,6,5005.78,0.3932581611733165,0,30034.68,Platinum
12644,263,65,3,1440.58,0.3361772591073963,1,4321.74,Gold
12645,259,44,4,1764.12,0.3616385428165905,1,7056.48,Gold
12647,327,2,27,14201.53,0.4743258161173316,0,383441.31,Platinum
12648,263,72,3,793.95,0.3286705566945276,1,2381.8500000000004,Gold
12649,313,17,5,1671.14,0.393534142879672,1,8355.7,Gold
12651,86,13,3,263.75,0.3919413341744204,1,791.25,Silver
12652,0,69,1,97.05,0.3260053619302949,1,97.05,Bronze
12653,0,161,1,1950.98,0.2273458445040214,1,1950.98,Gold
12655,0,58,1,261.35,0.3378016085790885,1,261.35,Bronze
12656,137,60,3,2356.66,0.3415391894023025,1,7069.98,Gold
12661,0,71,1,162.0,0.3238605898123324,1,162.0,Bronze
12662,244,8,10,3138.24,0.4178914997634443,0,31382.4,Platinum
12663,43,259,2,239.4,0.1251931871944488,1,478.8,Silver
12664,212,149,2,1188.16,0.2431556536823844,1,2376.32,Gold
12665,251,52,2,250.6,0.3471771014035641,1,501.2,Silver
12666,0,29,1,1248.42,0.3689008042895442,1,1248.42,Silver
12668,298,13,6,7637.53,0.4007648635861852,0,45825.18,Platinum
12670,280,20,2,764.24,0.3814934552909635,1,1528.48,Silver
12671,0,241,1,2622.481,0.1415549597855228,1,2622.481,Gold
12672,0,230,1,211.15,0.1533512064343163,1,211.15,Bronze
12673,0,36,1,619.5,0.3613941018766756,1,619.5,Silver
12675,24,188,2,958.5,0.2013325973821164,1,1917.0,Gold
12676,74,43,5,1511.7,0.3656521053461599,1,7558.5,Gold
12677,111,190,2,395.1,0.1991878252641539,1,790.2,Silver
12678,325,10,9,16652.72,0.4128055511748936,0,149874.48,Platinum
12681,358,2,24,17080.74,0.4655022867055669,0,409937.76,Platinum
12682,373,0,23,11745.69,0.4647058823529412,0,270150.87,Platinum
12683,360,0,8,4220.21,0.4205882352941176,0,33761.68,Platinum
12686,0,6,1,89.14,0.3935656836461126,1,89.14,Bronze
12687,0,115,2,2138.91,0.2796167796877464,1,4277.82,Gold
12691,0,55,1,134.6,0.3410187667560322,1,134.6,Bronze
12692,0,272,1,110.95,0.1083109919571045,1,110.95,Bronze
12693,126,31,3,847.11,0.3726383851127582,1,2541.33,Gold
12694,0,56,1,973.68,0.3399463806970509,1,973.68,Silver
12695,137,163,3,825.02,0.2310834253272354,1,2475.06,Gold
12696,74,69,2,851.91,0.3289465384008831,1,1703.82,Gold
12698,0,225,1,339.75,0.1587131367292225,1,339.75,Silver
12699,0,52,1,638.11,0.3442359249329759,1,638.11,Silver
12701,104,164,4,1648.7,0.2329522157388424,1,6594.8,Gold
12703,51,268,3,722.98,0.1184828891342059,1,2168.94,Gold
12705,150,18,5,4893.81,0.3924617568206908,0,24469.050000000003,Platinum
12708,353,3,9,2601.19,0.4203122535877622,0,23410.71,Platinum
12709,363,1,20,21356.82,0.4548099668821952,0,427136.4,Platinum
12711,65,246,2,1339.05,0.1391342059612048,1,2678.1,Gold
12712,365,0,10,2797.53,0.4264705882352941,0,27975.300000000003,Platinum
12714,347,23,7,9384.85,0.392982179466961,0,65693.95,Platinum
12717,0,225,1,277.93,0.1587131367292225,1,277.93,Bronze
12720,137,4,6,2478.94,0.4104163381170163,1,14873.64,Platinum
12721,86,20,2,1356.95,0.3814934552909635,1,2713.9,Gold
12724,151,18,3,1286.11,0.3865794038795143,1,3858.33,Gold
12725,213,6,4,2266.76,0.4023892130578773,1,9067.04,Gold
12726,237,22,4,1405.5,0.3852310361141776,1,5622.0,Gold
12727,212,77,3,1698.8300000000002,0.3233086263996215,1,5096.490000000001,Gold
12728,0,18,1,233.84,0.3806970509383378,1,233.84,Bronze
12730,0,156,1,829.25,0.2327077747989276,1,829.25,Silver
12731,205,77,5,6879.8,0.329190979340798,0,34399.0,Platinum
12733,300,24,3,2040.92,0.3801450875256268,1,6122.76,Gold
12734,17,9,2,529.25,0.3932897019397571,1,1058.5,Silver
12737,0,133,2,3710.5,0.2603138306260842,0,7421.0,Gold
12738,0,7,1,155.35,0.3924932975871313,1,155.35,Bronze
12739,8,20,2,1713.69,0.3814934552909635,1,3427.38,Gold
12741,3,164,2,406.07,0.2270698627976659,1,812.14,Silver
12742,0,260,1,1201.52,0.1211796246648793,1,1201.52,Silver
12744,131,94,4,4037.77,0.3080192398675288,0,16151.08,Platinum
12745,195,121,3,925.41,0.2761236398044472,1,2776.23,Gold
12746,0,175,1,254.55,0.2123324396782841,1,254.55,Bronze
12747,363,4,16,5080.53,0.4398281028228986,0,81288.48,Platinum
12748,369,0,144,22879.66,0.8205882352941176,0,3294671.04,Platinum
12749,121,34,4,2806.48,0.3723624034064028,1,11225.92,Gold
12751,0,79,1,268.27,0.3152815013404826,1,268.27,Bronze
12755,327,0,10,5218.71,0.4264705882352941,0,52187.1,Platinum
12758,278,94,5,7111.650000000001,0.310960416338117,0,35558.25,Platinum
12759,349,21,5,3489.3,0.389244598643747,0,17446.5,Platinum
12760,0,90,1,347.8,0.3034852546916891,1,347.8,Silver
12761,7,92,2,782.95,0.3042816590443148,1,1565.9,Silver
12763,0,4,1,320.08,0.3957104557640751,1,320.08,Silver
12765,169,107,6,1404.58,0.2999605740419492,1,8427.48,Gold
12766,41,1,3,3078.65,0.4048099668821952,0,9235.95,Gold
12767,0,10,1,949.82,0.3892761394101877,1,949.82,Silver
12768,0,85,1,168.69,0.3088471849865952,1,168.69,Bronze
12770,0,91,1,1895.0,0.3024128686327078,1,1895.0,Gold
12771,0,120,1,282.3,0.271313672922252,1,282.3,Bronze
12773,0,199,1,124.25,0.1865951742627346,1,124.25,Bronze
12774,0,170,1,98.7,0.2176943699731903,1,98.7,Bronze
12775,21,23,2,300.08000000000004,0.3782762971140199,1,600.1600000000001,Silver
12776,0,302,1,55.5,0.0761394101876675,1,55.5,Bronze
12777,0,92,1,519.45,0.3013404825737266,1,519.45,Silver
12778,206,31,3,953.45,0.3726383851127582,1,2860.3500000000004,Gold
12779,365,6,7,2740.91,0.411212742469642,1,19186.37,Platinum
12780,0,233,1,337.4,0.1501340482573726,1,337.4,Silver
12782,144,9,6,2287.32,0.4050544078221101,1,13723.920000000002,Platinum
12784,0,164,1,1230.33,0.2241286863270777,1,1230.33,Silver
12785,195,170,2,788.45,0.2206355464437785,1,1576.9,Silver
12786,0,244,1,728.5000000000001,0.1383378016085791,1,728.5000000000001,Silver
12787,0,48,1,398.52,0.3485254691689008,1,398.52,Silver
12788,65,98,4,444.9,0.3037296956316039,1,1779.6,Gold
12789,181,147,2,181.5,0.2453004258003469,1,363.0,Silver
12790,0,45,1,266.93,0.3517426273458445,1,266.93,Bronze
12791,250,8,6,863.51,0.4061267938810913,1,5181.06,Gold
12792,0,169,1,426.47,0.2187667560321715,1,426.47,Silver
12793,30,6,2,471.85,0.3965068601167008,1,943.7,Silver
12796,0,263,1,381.0,0.1179624664879356,1,381.0,Silver
12797,58,0,2,552.08,0.4029411764705882,1,1104.16,Silver
12798,0,56,1,1533.89,0.3399463806970509,1,1533.89,Silver
12799,0,164,1,219.35,0.2241286863270777,1,219.35,Bronze
12800,206,105,3,584.25,0.2932818167481469,1,1752.75,Gold
12801,0,135,1,1071.82,0.2552278820375335,1,1071.82,Silver
12802,121,77,6,1988.84,0.3321321558113862,1,11933.04,Platinum
12803,0,28,1,1092.81,0.3699731903485255,1,1092.81,Silver
12804,34,100,2,327.02,0.2957025705724649,1,654.04,Silver
12805,293,16,4,1434.95,0.391665352468065,1,5739.8,Gold
12806,153,70,4,2878.96,0.3337565052830784,0,11515.84,Gold
12807,0,18,1,330.35,0.3806970509383378,1,330.35,Silver
12808,94,3,3,422.45,0.4026651947642328,1,1267.35,Silver
12809,81,200,2,1266.63,0.1884639646743415,1,2533.26,Gold
12810,142,169,2,534.99,0.2217079325027597,1,1069.98,Silver
12811,48,13,2,519.0500000000001,0.3890001577038322,1,1038.1,Silver
12813,191,136,3,1687.8,0.2600378489197287,1,5063.4,Gold
12817,34,34,2,524.94,0.3664800504652263,1,1049.88,Silver
12819,0,93,1,540.52,0.3002680965147453,1,540.52,Silver
12820,337,32,7,1747.18,0.3833307049361299,1,12230.26,Platinum
12821,0,246,1,128.08,0.1361930294906166,1,128.08,Bronze
12823,284,29,13,4742.0,0.404194921936603,0,61646.0,Platinum
12825,120,156,2,518.63,0.2356489512695158,1,1037.26,Silver
12826,356,0,6,1481.03,0.4147058823529412,1,8886.18,Gold
12829,0,185,1,92.3,0.2016085790884718,1,92.3,Bronze
12831,0,98,2,236.06,0.2978473426904274,1,472.12,Silver
12835,308,62,41,6043.31,0.4511591231666929,0,247775.71,Platinum
12836,349,24,11,3972.76,0.4036744992903328,0,43700.36,Platinum
12837,0,204,1,554.31,0.1812332439678284,1,554.31,Silver
12838,219,8,9,2715.35,0.4149503232928561,0,24438.15,Platinum
12839,365,2,13,4480.31,0.4331493455290963,0,58244.030000000006,Platinum
12840,237,72,3,1315.2,0.3286705566945276,1,3945.6,Gold
12841,149,4,17,3518.33,0.4427692792934868,0,59811.61,Platinum
12842,333,39,2,799.0,0.3611181201703202,1,1598.0,Silver
12843,344,17,22,4886.15,0.4435341428796719,0,107495.3,Platinum
12844,151,77,2,322.64,0.3203674499290332,1,645.28,Silver
12846,0,317,1,15.58,0.060053619302949,1,15.58,Bronze
12847,0,22,1,765.36,0.3764075067024128,1,765.36,Silver
12848,0,310,1,208.0,0.0675603217158177,1,208.0,Bronze
12849,209,16,4,2039.67,0.391665352468065,1,8158.68,Gold
12850,0,80,1,330.0,0.3142091152815013,1,330.0,Silver
12851,0,112,1,148.95,0.2798927613941019,1,148.95,Bronze
12853,245,62,5,1950.4,0.3452767702255165,1,9752.0,Gold
12854,167,196,4,1669.52,0.198635861851443,1,6678.08,Gold
12855,29,7,4,612.84,0.4013168269988961,1,2451.36,Gold
12857,247,71,4,2581.6,0.3326841192240972,1,10326.4,Gold
12858,0,18,1,177.92,0.3806970509383378,1,177.92,Bronze
12859,0,93,1,575.1,0.3002680965147453,1,575.1,Silver
12860,0,328,1,55.47,0.0482573726541554,1,55.47,Bronze
12861,0,254,1,68.25,0.1276139410187667,1,68.25,Bronze
12862,69,60,2,1008.32,0.3385980129317142,1,2016.64,Gold
12863,210,14,5,2271.35,0.3967513010566157,1,11356.75,Gold
12864,0,143,1,152.45,0.2466487935656836,1,152.45,Bronze
12865,98,13,2,1755.24,0.3890001577038322,1,3510.48,Gold
12866,28,109,2,668.23,0.2860510960416338,1,1336.46,Silver
12867,325,32,6,3876.47,0.3803895284655417,0,23258.82,Platinum
12868,19,8,3,640.0,0.3973032644693266,1,1920.0,Gold
12869,0,316,1,337.67,0.0611260053619302,1,337.67,Silver
12870,248,10,3,1676.95,0.3951584923513641,1,5030.85,Gold
12871,0,74,1,363.38,0.3206434316353888,1,363.38,Silver
12872,370,0,11,3085.52,0.4294117647058824,0,33940.72,Platinum
12873,284,32,2,1653.3,0.3686248225831887,1,3306.6,Gold
12874,169,20,2,948.42,0.3814934552909635,1,1896.84,Gold
12875,226,106,3,1013.76,0.2922094306891657,1,3041.28,Gold
12876,195,29,2,1863.77,0.3718419807601325,1,3727.54,Gold
12877,289,36,8,1419.4,0.3819823371707932,0,11355.2,Gold
12880,192,16,2,640.13,0.3857829995268885,1,1280.26,Silver
12887,0,18,1,222.4,0.3806970509383378,1,222.4,Bronze
12889,121,16,4,385.46,0.391665352468065,1,1541.84,Silver
12890,0,22,1,336.8,0.3764075067024128,1,336.8,Silver
12891,201,93,8,509.5,0.3208563318088629,0,4076.0,Gold
12892,0,31,1,263.38,0.3667560321715817,1,263.38,Bronze
12894,0,210,1,157.35,0.174798927613941,1,157.35,Bronze
12897,162,16,2,297.75,0.3857829995268885,1,595.5,Silver
12898,195,98,2,310.96,0.2978473426904274,1,621.92,Silver
12899,0,48,1,366.4,0.3485254691689008,1,366.4,Silver
12900,0,57,1,340.33000000000004,0.3388739946380697,1,340.33000000000004,Silver
12903,0,63,1,833.5300000000001,0.3324396782841823,1,833.5300000000001,Silver
12905,105,211,2,1018.42,0.176667718025548,1,2036.84,Gold
12907,98,30,2,508.91,0.3707695947011512,1,1017.82,Silver
12908,249,15,3,1026.0,0.3897965620564579,1,3078.0,Gold
12909,228,59,3,924.52,0.3426115754612837,1,2773.56,Gold
12910,241,14,5,2721.48,0.3967513010566157,1,13607.4,Platinum
12911,0,186,1,1680.47,0.2005361930294906,1,1680.47,Gold
12913,370,3,9,4217.23,0.4203122535877622,0,37955.06999999999,Platinum
12914,0,35,1,223.98,0.3624664879356568,1,223.98,Bronze
12915,216,7,3,811.1,0.3983756505283078,1,2433.3,Gold
12916,242,77,3,1647.87,0.3233086263996215,1,4943.61,Gold
12917,330,35,5,3765.2,0.3742311938180098,0,18826.0,Platinum
12918,0,261,1,10953.5,0.1201072386058981,0,10953.5,Gold
12920,153,206,3,323.86,0.1849708247910424,1,971.58,Silver
12921,371,1,39,19333.95,0.5106923198233717,0,754024.05,Platinum
12923,184,25,2,612.9,0.3761315249960574,1,1225.8,Silver
12924,337,28,8,1535.7,0.3905614256426431,1,12285.6,Platinum
12925,0,227,1,35.28,0.15656836461126,1,35.28,Bronze
12926,314,46,4,1548.46,0.359493770698628,1,6193.84,Gold
12927,0,29,1,197.31,0.3689008042895442,1,197.31,Bronze
12928,171,13,7,2242.19,0.4037060400567734,1,15695.33,Platinum
12931,357,15,42,50291.38,0.5045024444093992,0,2112237.96,Platinum
12932,128,174,8,1698.56,0.233993061031383,0,13588.48,Platinum
12933,349,15,5,1079.5,0.3956789149976344,1,5397.5,Gold
12934,0,371,1,181.65,0.0021447721179624,1,181.65,Bronze
12935,231,10,8,2083.16,0.4098643747043053,0,16665.28,Platinum
12937,273,98,5,1593.34,0.3066708721021921,1,7966.7,Gold
12939,317,14,12,13683.0,0.4173395363507333,0,164196.0,Platinum
12941,0,359,1,377.49,0.0150134048257372,1,377.49,Silver
12942,0,0,1,258.75,0.4,1,258.75,Bronze
12943,47,193,2,496.5,0.1959706670872102,1,993.0,Silver
12945,0,291,1,437.16,0.0879356568364611,1,437.16,Silver
12946,0,71,1,324.45,0.3238605898123324,1,324.45,Silver
12947,0,8,1,304.04,0.3914209115281502,1,304.04,Silver
12948,6,365,2,252.48,0.0115202649424381,1,504.96,Silver
12949,353,17,14,11359.48,0.420004731114966,0,159032.72,Platinum
12951,311,21,9,2149.65,0.4010093045260999,0,19346.85,Platinum
12953,0,157,1,498.96,0.2316353887399463,1,498.96,Silver
12954,0,273,1,162.45,0.1072386058981233,1,162.45,Bronze
12956,39,319,3,413.82,0.063791200126163,1,1241.46,Silver
12957,186,176,5,4689.43,0.2230247595016559,0,23447.15,Platinum
12958,182,35,2,539.49,0.365407664406245,1,1078.98,Silver
12959,0,119,1,150.95,0.2723860589812332,1,150.95,Bronze
12960,247,48,4,1322.0700000000002,0.3573489985806655,1,5288.280000000001,Gold
12961,0,14,1,211.99,0.3849865951742627,1,211.99,Bronze
12963,153,0,5,1744.96,0.411764705882353,1,8724.8,Gold
12964,0,72,1,132.24,0.3227882037533512,1,132.24,Bronze
12967,11,6,2,2646.02,0.3965068601167008,1,5292.04,Gold
12969,0,237,1,122.45,0.1458445040214477,1,122.45,Bronze
12970,354,15,6,1072.73,0.3986200914682227,1,6436.38,Gold
12971,357,1,33,4782.88,0.4930452609998423,0,157835.04,Platinum
